,index,id_usuario,tipo_usuario,sistema_usuario,id_contenido,duracion_contenido,tipo_contenido,numero_sesion,recomendaciones_vistas,minutos_sesion,sistema_sesion,recomendaciones_totales,fecha_sesion,avg_valoracion,duracion_prom_sesion,porcentaje_finalizado,avg_sesiones_semana,click_rate
670,670,893,admin,Recomendeitor,"[99, 80, 84, 149, 93]",1400,"['short', 'series', 'live']",20,5,1896,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 5, 17), datetime.date(2022, 6, 30), datetime.date(2022, 1, 12), datetime.date(2021, 6, 6), datetime.date(2022, 6, 18)]",3.20,94.8,135.43,1.0,1.25
671,671,895,consumer,Recomendeitor,"[192, 145, 99, 182]",1572,"['short', 'documentary', 'live', 'movie']",12,4,708,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 2, 13), datetime.date(2022, 8, 10), datetime.date(2022, 12, 1), datetime.date(2022, 4, 1)]",3.00,59.0,45.04,1.0,1.33
672,672,897,consumer,Recomendeitor_Plus,"[3, 147, 56, 186, 27]",3312,"['live', 'series']",30,5,2430,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 1, 30), datetime.date(2021, 10, 13), datetime.date(2022, 7, 15), datetime.date(2021, 10, 12), datetime.date(2021, 12, 9)]",3.72,81.0,73.37,1.25,2.5
673,673,898,content_creator,Recomendeitor,"[96, 170, 100]",1040,"['short', 'movie']",15,3,995,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 7, 30), datetime.date(2021, 1, 21), datetime.date(2021, 7, 3)]",4.10,66.33,95.67,1.0,0.6
674,674,899,content_creator,Recomendeitor,"[194, 135, 104, 17, 81]",5124,"['short', 'documentary', 'movie']",60,5,5544,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 11, 1), datetime.date(2021, 7, 1), datetime.date(2022, 4, 13), datetime.date(2022, 7, 27), datetime.date(2022, 12, 1)]",2.85,92.4,108.2,1.0,1.25
675,675,900,moderator,Recomendeitor,"[96, 145, 144, 24]",1185,"['short', 'series', 'live']",12,4,942,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 7, 17), datetime.date(2021, 4, 28), datetime.date(2021, 11, 8), datetime.date(2022, 4, 30)]",3.40,78.5,79.49,1.0,1.33
676,676,901,consumer,Recomendeitor_Plus,"[192, 34, 3]",393,"['documentary', 'live']",3,3,254,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 4, 17), datetime.date(2021, 5, 21), datetime.date(2022, 2, 8)]",2.63,84.67,64.63,1.0,3.0
677,677,902,moderator,Recomendeitor_Plus,"[130, 72, 45, 112, 25]",3366,"['short', 'documentary', 'live']",45,5,4320,['Recomendeitor'],3,"[datetime.date(2021, 12, 1), datetime.date(2022, 8, 18), datetime.date(2022, 5, 14), datetime.date(2022, 9, 24), datetime.date(2022, 2, 9)]",3.88,96.0,128.34,1.0,1.67
678,678,903,consumer,Recomendeitor,"[169, 58, 100]",1866,"['live', 'movie']",18,3,2100,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 2, 27), datetime.date(2021, 12, 30), datetime.date(2022, 1, 1)]",2.83,116.67,112.54,1.5,1.5
679,679,904,content_creator,Recomendeitor,"[88, 101, 116, 21]",699,"['short', 'live', 'movie']",12,4,1203,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 10, 17), datetime.date(2021, 3, 6), datetime.date(2022, 8, 14), datetime.date(2021, 10, 18)]",2.78,100.25,172.1,1.0,1.33
680,680,905,content_creator,Recomendeitor_Plus,"[19, 41, 75]",2200,['documentary'],24,3,3136,['Recomendeitor'],4,"[datetime.date(2022, 2, 22), datetime.date(2022, 6, 17), datetime.date(2022, 4, 15)]",3.40,130.67,142.55,1.0,0.75
681,681,906,content_creator,Recomendeitor,"[98, 188, 182]",1722,"['documentary', 'live', 'movie']",18,3,882,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 9, 23), datetime.date(2022, 11, 9), datetime.date(2021, 7, 3)]",4.17,49.0,51.22,1.0,1.0
682,682,907,consumer,Recomendeitor,"[98, 92, 127]",256,"['short', 'documentary', 'series']",3,3,286,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 10, 20), datetime.date(2022, 7, 2), datetime.date(2021, 12, 27)]",3.30,95.33,111.72,1.0,3.0
683,683,908,content_creator,Recomendeitor_Plus,"[69, 22]",528,"['live', 'movie']",4,2,562,['Recomendeitor_Plus'],1,"[datetime.date(2021, 9, 28), datetime.date(2022, 9, 10)]",2.75,140.5,106.44,1.0,2.0
684,684,909,consumer,Recomendeitor,"[34, 67, 77, 121, 127]",2802,"['short', 'documentary', 'series', 'movie']",30,5,2544,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 11, 30), datetime.date(2022, 12, 19), datetime.date(2021, 12, 16), datetime.date(2022, 11, 10), datetime.date(2021, 11, 11)]",2.74,84.8,90.79,1.0,2.5
685,685,910,moderator,Recomendeitor_Plus,"[6, 23]",633,"['short', 'series']",6,2,642,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 20), datetime.date(2022, 3, 19)]",2.25,107.0,101.42,1.0,0.67
686,686,911,consumer,Recomendeitor,"[51, 158, 183]",2124,"['short', 'documentary']",18,3,1650,['Recomendeitor'],3,"[datetime.date(2022, 4, 17), datetime.date(2021, 12, 6), datetime.date(2022, 7, 5)]",2.30,91.67,77.68,1.0,1.0
687,687,912,moderator,Recomendeitor,"[33, 101, 112, 17, 155]",1456,"['live', 'movie', 'documentary', 'short', 'series']",20,5,2752,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 9, 25), datetime.date(2021, 8, 25), datetime.date(2022, 11, 28), datetime.date(2022, 2, 7), datetime.date(2022, 6, 11)]",3.25,137.6,189.01,1.0,2.5
688,688,913,consumer,Recomendeitor_Plus,"[21, 75, 149]",530,"['documentary', 'live', 'movie']",6,3,268,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 3, 7), datetime.date(2022, 5, 2), datetime.date(2022, 8, 21)]",4.00,44.67,50.57,1.0,1.5
689,689,914,moderator,Recomendeitor_Plus,"[161, 29, 85, 141]",441,"['short', 'live', 'series']",4,4,192,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 12, 19), datetime.date(2021, 11, 28), datetime.date(2022, 3, 5), datetime.date(2021, 9, 16)]",2.78,48.0,43.54,1.0,4.0
690,690,916,moderator,Recomendeitor_Plus,"[200, 81, 155]",2976,"['documentary', 'live']",36,3,2316,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 2, 13), datetime.date(2021, 5, 16), datetime.date(2022, 1, 25)]",3.13,64.33,77.82,1.0,1.0
691,691,917,content_creator,Recomendeitor,"[49, 30, 134, 167]",2640,"['short', 'documentary', 'series']",24,4,2898,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 8, 5), datetime.date(2022, 6, 17), datetime.date(2022, 8, 6), datetime.date(2021, 10, 23)]",3.02,120.75,109.77,1.3333333333333333,2.0
692,692,919,moderator,Recomendeitor_Plus,"[164, 196, 165, 77, 126, 94]",2330,"['documentary', 'series', 'movie']",35,6,4515,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 7, 14), datetime.date(2022, 5, 8), datetime.date(2022, 5, 3), datetime.date(2022, 4, 26), datetime.date(2021, 11, 4), datetime.date(2022, 3, 21), datetime.date(2022, 10, 16)]",2.43,129.0,193.78,1.1666666666666667,6.0
693,693,920,consumer,Recomendeitor,"[35, 164, 6, 38, 104, 166, 190, 62]",3408,"['short', 'documentary', 'movie']",32,8,1652,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 1, 29), datetime.date(2021, 5, 16), datetime.date(2021, 10, 10), datetime.date(2021, 6, 15), datetime.date(2021, 11, 14), datetime.date(2021, 5, 21), datetime.date(2021, 9, 4), datetime.date(2021, 10, 1)]",2.51,51.62,48.47,1.0,4.0
694,694,923,consumer,Recomendeitor_Plus,"[200, 19, 124, 68]",2130,"['documentary', 'live', 'movie']",24,4,2118,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 12, 8), datetime.date(2021, 11, 2), datetime.date(2021, 10, 5), datetime.date(2022, 12, 17)]",3.95,88.25,99.44,1.0,0.67
695,695,924,admin,Recomendeitor,"[72, 115]",1728,"['short', 'live']",16,2,1144,['Recomendeitor'],4,"[datetime.date(2021, 1, 3), datetime.date(2022, 7, 15)]",2.80,71.5,66.2,1.0,0.5
696,696,925,consumer,Recomendeitor_Plus,"[96, 198, 38, 102, 108, 113, 186, 29, 31]",8052,"['live', 'movie', 'documentary', 'short', 'series']",108,9,7776,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 12, 3), datetime.date(2021, 5, 23), datetime.date(2022, 8, 12), datetime.date(2022, 2, 15), datetime.date(2022, 2, 1), datetime.date(2022, 1, 15), datetime.date(2021, 11, 6), datetime.date(2021, 11, 19), datetime.date(2022, 11, 7)]",3.49,72.0,96.57,1.0,2.25
697,697,926,consumer,Recomendeitor_Plus,"[18, 35, 74, 122]",4296,"['short', 'documentary', 'movie']",48,4,6048,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 5, 5), datetime.date(2021, 11, 2), datetime.date(2021, 11, 5), datetime.date(2022, 7, 15)]",2.88,126.0,140.78,1.3333333333333333,2.0
698,698,928,admin,Recomendeitor_Plus,"[13, 115, 101, 7]",754,"['short', 'live', 'series', 'movie']",8,4,680,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 11, 15), datetime.date(2022, 5, 23), datetime.date(2021, 3, 21), datetime.date(2022, 10, 21)]",2.30,85.0,90.19,1.0,2.0
699,699,929,consumer,Recomendeitor,"[137, 138, 145, 97]",1344,"['live', 'documentary', 'series']",12,4,972,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 7, 3), datetime.date(2021, 5, 30), datetime.date(2022, 8, 15), datetime.date(2022, 1, 13)]",3.18,81.0,72.32,1.0,4.0
700,700,930,admin,Recomendeitor,"[64, 16, 12, 119]",5496,"['live', 'documentary', 'series']",48,4,4788,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 12, 10), datetime.date(2022, 10, 30), datetime.date(2022, 5, 11), datetime.date(2021, 1, 26)]",2.95,99.75,87.12,1.0,0.67
701,701,931,content_creator,Recomendeitor,[114],256,['live'],2,1,180,['Recomendeitor'],2,"[datetime.date(2022, 9, 15)]",3.60,90.0,70.31,1.0,0.5
702,702,932,content_creator,Recomendeitor_Plus,"[186, 20, 37, 127]",1656,"['series', 'live', 'movie']",16,4,1412,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 12, 3), datetime.date(2022, 8, 28), datetime.date(2021, 4, 5), datetime.date(2022, 10, 1)]",2.52,88.25,85.27,1.0,2.0
703,703,933,admin,Recomendeitor_Plus,"[81, 126]",202,"['documentary', 'series']",4,2,294,['Recomendeitor_Plus'],2,"[datetime.date(2022, 4, 23), datetime.date(2022, 8, 20)]",3.30,73.5,145.54,1.0,1.0
704,704,934,content_creator,Recomendeitor_Plus,"[189, 190]",465,"['short', 'series']",6,2,633,['Recomendeitor'],1,"[datetime.date(2022, 8, 4), datetime.date(2022, 2, 19)]",2.80,105.5,136.13,1.0,2.0
705,705,935,moderator,Recomendeitor_Plus,"[100, 111, 55]",2961,"['live', 'movie']",27,3,2628,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 6, 11), datetime.date(2021, 8, 29), datetime.date(2022, 6, 30)]",4.33,97.33,88.75,1.0,1.0
706,706,936,moderator,Recomendeitor_Plus,"[166, 78, 146, 147, 187]",1454,"['live', 'documentary', 'series', 'movie']",10,5,834,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 6, 28), datetime.date(2021, 4, 17), datetime.date(2021, 5, 5), datetime.date(2022, 11, 10), datetime.date(2022, 7, 9)]",4.28,83.4,57.36,1.0,2.5
707,707,938,moderator,Recomendeitor_Plus,"[198, 42, 109, 46, 84, 181, 183]",484,"['live', 'movie', 'documentary', 'short', 'series']",7,7,740,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 5, 16), datetime.date(2021, 10, 18), datetime.date(2021, 4, 30), datetime.date(2022, 9, 3), datetime.date(2021, 11, 4), datetime.date(2021, 5, 28), datetime.date(2022, 1, 23)]",3.07,105.71,152.89,1.0,7.0
708,708,939,consumer,Recomendeitor,"[121, 67, 131, 190]",540,"['short', 'movie']",8,4,314,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 3, 8), datetime.date(2022, 2, 15), datetime.date(2022, 12, 23), datetime.date(2022, 7, 8)]",2.40,39.25,58.15,1.0,2.0
709,709,940,admin,Recomendeitor,"[176, 74, 102, 159]",1413,"['short', 'documentary', 'movie']",12,4,1515,['Recomendeitor_Plus'],3,"[datetime.date(2022, 8, 4), datetime.date(2021, 12, 26), datetime.date(2022, 4, 9), datetime.date(2021, 10, 30)]",3.25,126.25,107.22,1.0,1.33
710,710,941,consumer,Recomendeitor_Plus,"[18, 92, 14]",1188,"['short', 'documentary', 'movie']",12,3,1300,['Recomendeitor_Plus'],2,"[datetime.date(2021, 5, 12), datetime.date(2022, 9, 21), datetime.date(2021, 8, 18)]",3.50,108.33,109.43,1.0,1.5
711,711,942,admin,Recomendeitor_Plus,"[130, 75, 109, 178, 27]",3663,"['live', 'documentary', 'series']",54,5,4527,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 1, 4), datetime.date(2022, 5, 14), datetime.date(2021, 4, 23), datetime.date(2022, 4, 27), datetime.date(2022, 12, 17), datetime.date(2021, 7, 8)]",3.82,83.83,123.59,1.0,1.67
712,712,943,content_creator,Recomendeitor_Plus,"[48, 14]",1680,"['short', 'movie']",12,2,444,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 3, 4), datetime.date(2022, 2, 2)]",3.45,37.0,26.43,1.0,1.0
713,713,944,consumer,Recomendeitor,"[57, 91, 33]",1465,"['documentary', 'series']",15,3,1505,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 6, 7), datetime.date(2021, 10, 11), datetime.date(2022, 5, 13)]",3.30,100.33,102.73,1.0,0.6
714,714,945,content_creator,Recomendeitor,"[68, 42, 119, 120, 151, 24]",2514,"['short', 'documentary', 'live', 'movie']",36,6,2466,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 4, 7), datetime.date(2021, 6, 22), datetime.date(2021, 12, 20), datetime.date(2021, 5, 21), datetime.date(2022, 10, 11), datetime.date(2021, 1, 7)]",3.58,68.5,98.09,1.0,3.0
715,715,947,admin,Recomendeitor_Plus,"[25, 199, 84, 103]",3540,"['short', 'series', 'live', 'movie']",48,4,2844,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 6, 18), datetime.date(2021, 10, 14), datetime.date(2022, 4, 5), datetime.date(2021, 3, 29)]",3.75,59.25,80.34,1.0,1.33
716,716,948,admin,Recomendeitor,"[97, 44]",76,['series'],2,2,104,['Recomendeitor'],1,"[datetime.date(2021, 10, 23), datetime.date(2021, 9, 21)]",2.00,52.0,136.84,1.0,2.0
717,717,949,admin,Recomendeitor,"[16, 158]",2601,"['short', 'live']",18,2,1764,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 11, 15), datetime.date(2022, 2, 3)]",1.65,98.0,67.82,1.0,0.67
718,718,951,moderator,Recomendeitor,"[164, 180]",1072,"['documentary', 'live']",8,2,1276,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 4, 21), datetime.date(2022, 5, 24)]",2.05,159.5,119.03,1.0,1.0
719,719,952,admin,Recomendeitor_Plus,"[156, 5, 199]",1240,"['series', 'movie']",12,3,1284,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 8), datetime.date(2022, 7, 6), datetime.date(2022, 8, 22)]",3.70,107.0,103.55,1.0,1.5
720,720,953,admin,Recomendeitor,"[120, 89, 154]",1084,"['short', 'documentary', 'movie']",12,3,800,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 18), datetime.date(2022, 1, 25), datetime.date(2022, 3, 6)]",3.30,66.67,73.8,1.0,1.5
721,721,954,consumer,Recomendeitor,"[192, 69, 157]",1149,"['documentary', 'live']",9,3,1047,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 8, 16), datetime.date(2022, 9, 23), datetime.date(2022, 10, 21)]",2.23,116.33,91.12,1.0,3.0
722,722,955,admin,Recomendeitor_Plus,"[177, 15, 31]",1120,"['short', 'documentary', 'movie']",15,3,860,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 9, 6), datetime.date(2021, 5, 16), datetime.date(2022, 3, 22)]",2.40,57.33,76.79,1.0,0.6
723,723,957,content_creator,Recomendeitor,"[81, 13]",390,"['short', 'documentary']",6,2,648,['Recomendeitor_Plus'],1,"[datetime.date(2021, 12, 2), datetime.date(2021, 4, 15)]",2.80,108.0,166.15,1.0,2.0
724,724,958,admin,Recomendeitor,[98],488,['documentary'],8,1,1032,['Recomendeitor_Plus'],2,"[datetime.date(2022, 7, 14)]",3.70,129.0,211.48,1.0,0.5
725,725,959,admin,Recomendeitor_Plus,"[186, 21]",475,"['series', 'movie']",10,2,340,['Recomendeitor'],5,"[datetime.date(2021, 2, 22), datetime.date(2021, 11, 19)]",3.75,34.0,71.58,1.0,0.4
726,726,960,content_creator,Recomendeitor,"[7, 43, 140, 179, 151]",2116,"['short', 'documentary', 'series']",20,5,1356,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 10, 7), datetime.date(2021, 8, 3), datetime.date(2021, 8, 24), datetime.date(2021, 7, 3), datetime.date(2021, 12, 19)]",3.52,67.8,64.08,1.0,5.0
727,727,962,content_creator,Recomendeitor_Plus,"[97, 168, 43, 155, 91, 31]",976,"['live', 'movie', 'documentary', 'short', 'series']",12,6,446,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 4, 8), datetime.date(2021, 2, 18), datetime.date(2022, 5, 11), datetime.date(2021, 10, 29), datetime.date(2022, 12, 26), datetime.date(2022, 12, 13)]",3.48,37.17,45.7,1.0,6.0
728,728,963,admin,Recomendeitor,"[134, 74, 13, 17, 145, 85]",5210,"['live', 'movie', 'documentary', 'short', 'series']",60,6,5710,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 5, 6), datetime.date(2022, 11, 30), datetime.date(2021, 12, 22), datetime.date(2021, 7, 12), datetime.date(2021, 8, 18), datetime.date(2022, 7, 1)]",2.52,95.17,109.6,1.0,1.2
729,729,964,moderator,Recomendeitor,"[145, 69]",2394,['live'],18,2,1080,['Recomendeitor'],3,"[datetime.date(2022, 4, 13), datetime.date(2021, 3, 12)]",2.65,60.0,45.11,1.0,0.67
730,730,965,moderator,Recomendeitor,"[113, 147, 39]",2440,"['short', 'documentary', 'live']",24,3,2752,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 9, 19), datetime.date(2021, 7, 27), datetime.date(2022, 9, 1)]",3.23,114.67,112.79,1.0,1.5
731,731,966,moderator,Recomendeitor,[125],163,['movie'],1,1,92,['Recomendeitor_Plus'],1,"[datetime.date(2022, 3, 5)]",2.20,92.0,56.44,1.0,1.0
732,732,967,admin,Recomendeitor_Plus,"[24, 193, 192]",669,"['documentary', 'live', 'movie']",9,3,570,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 9, 28), datetime.date(2021, 8, 15), datetime.date(2022, 1, 15)]",2.80,63.33,85.2,1.0,1.0
733,733,968,content_creator,Recomendeitor,"[10, 188, 69, 39]",2346,"['short', 'live']",24,4,2118,['Recomendeitor_Plus'],3,"[datetime.date(2021, 4, 9), datetime.date(2022, 2, 18), datetime.date(2021, 2, 3), datetime.date(2022, 3, 11)]",2.65,88.25,90.28,1.0,1.33
734,734,970,content_creator,Recomendeitor,"[132, 36, 97]",540,"['short', 'documentary', 'series']",18,3,1614,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 4, 2), datetime.date(2021, 8, 21), datetime.date(2022, 11, 6)]",3.30,89.67,298.89,1.0,1.5
735,735,971,admin,Recomendeitor_Plus,"[32, 68, 174, 22]",1364,"['short', 'documentary', 'series', 'movie']",16,4,1972,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 13), datetime.date(2021, 4, 5), datetime.date(2021, 3, 3), datetime.date(2022, 1, 1)]",3.48,123.25,144.57,1.0,4.0
736,736,973,content_creator,Recomendeitor,"[1, 77, 45, 80, 152]",3150,"['short', 'live', 'movie']",36,5,2874,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 3, 26), datetime.date(2022, 12, 19), datetime.date(2022, 2, 4), datetime.date(2022, 1, 12), datetime.date(2021, 8, 13), datetime.date(2021, 2, 3)]",2.50,79.83,91.24,1.0,2.5
737,737,974,moderator,Recomendeitor_Plus,"[184, 5, 21, 85]",576,"['documentary', 'series', 'movie']",12,4,1614,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 11, 4), datetime.date(2021, 1, 7), datetime.date(2022, 10, 30), datetime.date(2022, 12, 27)]",3.18,134.5,280.21,1.0,1.33
738,738,975,content_creator,Recomendeitor_Plus,"[76, 181, 46, 15]",1040,"['short', 'series', 'movie']",16,4,264,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 5, 26), datetime.date(2021, 1, 31), datetime.date(2021, 4, 26), datetime.date(2022, 10, 14)]",2.65,16.5,25.38,1.0,1.0
739,739,976,consumer,Recomendeitor,"[176, 113, 126, 9]",3222,"['short', 'documentary', 'series']",36,4,3654,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 3, 24), datetime.date(2022, 10, 19), datetime.date(2022, 4, 5), datetime.date(2021, 1, 8)]",3.30,101.5,113.41,1.0,1.33
740,740,977,consumer,Recomendeitor,[17],204,['short'],12,1,420,['Recomendeitor_Plus'],3,"[datetime.date(2022, 4, 23)]",2.60,35.0,205.88,1.0,0.33
741,741,978,content_creator,Recomendeitor,[65],459,['short'],3,1,273,['Recomendeitor_Plus'],1,"[datetime.date(2022, 7, 20)]",1.80,91.0,59.48,1.0,1.0
742,742,980,consumer,Recomendeitor,[15],224,['short'],8,1,688,['Recomendeitor_Plus'],4,"[datetime.date(2021, 9, 26)]",1.50,86.0,307.14,1.0,0.25
743,743,982,admin,Recomendeitor_Plus,[18],315,['documentary'],9,1,423,['Recomendeitor_Plus'],3,"[datetime.date(2021, 5, 3)]",4.70,47.0,134.29,1.0,0.33
744,744,983,admin,Recomendeitor,"[88, 176]",1062,"['short', 'live']",12,2,618,['Recomendeitor_Plus'],3,"[datetime.date(2021, 2, 2), datetime.date(2021, 12, 28)]",1.90,51.5,58.19,1.0,0.67
745,745,984,moderator,Recomendeitor,"[64, 129, 128, 101, 78]",3156,"['live', 'series', 'movie']",30,5,3030,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 9, 26), datetime.date(2022, 3, 2), datetime.date(2021, 10, 13), datetime.date(2021, 5, 30), datetime.date(2021, 4, 24)]",3.22,101.0,96.01,1.0,1.67
746,746,985,admin,Recomendeitor_Plus,"[122, 67, 199]",784,"['short', 'movie']",12,3,664,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 9, 19), datetime.date(2021, 12, 7), datetime.date(2022, 11, 4)]",2.13,55.33,84.69,1.0,1.5
747,747,986,content_creator,Recomendeitor,"[123, 146, 27, 191]",448,"['short', 'documentary', 'series', 'movie']",4,4,133,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 7, 18), datetime.date(2021, 2, 25), datetime.date(2022, 5, 18), datetime.date(2022, 1, 31)]",3.50,33.25,29.69,1.0,4.0
748,748,987,content_creator,Recomendeitor,"[100, 127]",1644,"['series', 'movie']",12,2,1278,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 7, 11), datetime.date(2021, 8, 22)]",4.20,106.5,77.74,1.0,0.33
749,749,988,moderator,Recomendeitor,"[66, 114, 89, 26, 92]",2145,"['short', 'live', 'movie']",25,5,1440,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 8, 17), datetime.date(2022, 11, 27), datetime.date(2021, 2, 14), datetime.date(2021, 4, 21), datetime.date(2021, 3, 4)]",3.36,57.6,67.13,1.0,1.0
